"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"voix_expr_2012",1,539,28.3887526316555,5.62550433640526,27.6680686074785,28.2130346775446,5.38866016790679,13.2967397616348,46.1113002042206,32.8145604425857,0.317832624715,0.150044619497018,0.242307625199656
"voix_expr_2017",2,539,6.3609225423173,2.03387595459525,5.8814436973491,6.14079187193555,1.72699017730852,2.73375700533612,14.563679245283,11.8299222399469,1.09874251250716,1.34555874175009,0.0876052391106283
"voix_expr_2022",3,539,1.7182182489492,0.558864124323408,1.6438439720638,1.67690525768573,0.559558949716096,0.677064442026357,4.62558689902173,3.94852245699537,0.816152871458481,1.14794340656112,0.0240719819372893
